timestamps,open,high,low,close,volume,amount
2025-07-25,1467.44,1467.44,1429.04,1431.04,41911,6140078741.0
2025-07-28,1429.04,1431.03,1412.34,1414.7,38586,5560966386.0
2025-07-29,1415.64,1424.83,1411.05,1415.04,26304,3785848102.0
2025-07-30,1420.04,1433.2,1413.04,1425.48,31868,4612883040.0
2025-07-31,1419.04,1420.91,1394.04,1397.71,51798,7386302758.0
2025-08-01,1397.91,1402.0,1390.04,1393.04,29636,4200850790.0
2025-08-04,1391.04,1395.84,1390.04,1395.04,18688,2647105740.0
2025-08-05,1397.04,1405.98,1393.15,1403.78,25342,3607931488.0
2025-08-06,1405.04,1405.04,1395.34,1399.92,23699,3372334940.0
2025-08-07,1399.92,1403.74,1396.1,1398.39,28001,3988765795.0
2025-08-08,1399.09,1402.54,1394.04,1397.01,18655,2651478118.0
2025-08-11,1399.54,1428.03,1399.04,1421.04,47159,6794034090.0
2025-08-12,1425.04,1441.11,1412.04,1413.08,42019,6095342036.0
2025-08-13,1401.04,1409.72,1396.04,1396.09,65528,9325460101.0
2025-08-14,1396.98,1423.55,1396.98,1403.03,48129,6897535330.0
2025-08-15,1402.05,1404.7,1396.26,1398.12,47582,6772436997.0
2025-08-18,1403.03,1412.68,1399.14,1404.54,47378,6773477871.0
2025-08-19,1409.54,1422.7,1408.04,1414.04,46372,6678541001.0
2025-08-20,1414.04,1428.84,1406.06,1426.04,45805,6623095725.0
2025-08-21,1429.49,1431.03,1419.69,1424.29,30891,4470441662.0
2025-08-22,1424.92,1440.04,1420.81,1439.99,44971,6544867368.0
2025-08-25,1446.05,1472.04,1442.04,1466.37,65325,9676719498.0
2025-08-26,1466.36,1470.27,1456.05,1457.65,39602,5883917000.0
2025-08-27,1457.92,1460.97,1424.04,1424.04,56006,8184169113.0
2025-08-28,1424.01,1432.14,1414.81,1422.14,39282,5683673273.0
2025-08-29,1429.04,1458.62,1428.04,1456.04,62256,9159701454.0
2025-09-01,1458.24,1464.04,1441.74,1452.14,45123,6658918555.0
2025-09-02,1454.7,1485.04,1454.04,1467.34,56688,8470012816.0
2025-09-03,1467.04,1479.54,1442.04,1456.59,45045,6656011145.0
2025-09-04,1448.04,1455.34,1436.51,1448.7,47747,7017084750.0
2025-09-05,1447.04,1463.01,1440.04,1459.04,37388,5519312163.0
2025-09-08,1459.04,1482.48,1453.54,1477.27,51383,7682065696.0
2025-09-09,1481.04,1485.99,1469.46,1481.04,35743,5366650005.0
2025-09-10,1482.7,1505.99,1472.04,1498.05,49663,7541460049.0
2025-09-11,1498.05,1502.06,1484.54,1499.54,37239,5642778456.0
2025-09-12,1502.04,1514.06,1486.57,1492.04,33722,5132184935.0
2025-09-15,1491.91,1493.52,1477.54,1491.14,25827,3901929718.0
2025-09-16,1491.14,1497.03,1472.25,1476.02,32718,4928374478.0
2025-09-17,1476.03,1486.32,1466.05,1469.04,30331,4534770634.0
2025-09-18,1468.04,1473.84,1439.54,1444.0,49721,7347477479.0
2025-09-19,1444.03,1451.54,1433.05,1444.01,32637,4784528851.0
2025-09-22,1441.13,1444.01,1426.05,1429.39,34947,5085057536.0
2025-09-23,1426.54,1433.54,1416.04,1423.46,38663,5588384388.0
2025-09-24,1410.11,1432.82,1410.11,1418.04,30744,4443052872.0
2025-09-25,1418.87,1421.25,1412.04,1415.04,33870,4873274661.0
2025-09-26,1417.22,1423.15,1404.05,1411.04,45121,6480889597.0
2025-09-29,1415.42,1446.03,1411.04,1436.9,53684,7798434586.0
2025-09-30,1436.04,1436.8,1416.04,1420.03,39364,5687474876.0
2025-10-09,1412.04,1415.42,1396.04,1412.82,54918,7845448947.0
2025-10-10,1413.64,1415.98,1403.54,1406.04,36001,5157459262.0
2025-10-13,1391.74,1398.89,1391.16,1395.24,46069,6533147458.0
2025-10-14,1406.03,1440.04,1406.03,1427.06,66672,9639484605.0
2025-10-15,1427.02,1439.04,1421.12,1438.04,42785,6233407482.0
2025-10-16,1437.96,1460.99,1434.92,1460.95,45730,6749162949.0
2025-10-17,1459.14,1464.04,1430.07,1431.04,38086,5594724900.0
2025-10-20,1431.04,1445.54,1430.92,1433.97,25950,3793283759.0
2025-10-21,1435.04,1445.98,1431.54,1438.3,25443,3727984130.0
2025-10-22,1438.12,1441.77,1432.04,1434.74,18195,2657486636.0
2025-10-23,1431.04,1444.84,1423.24,1444.02,29322,4274652090.0
2025-10-24,1443.99,1454.92,1425.38,1426.04,38226,5578603148.0
2025-10-27,1416.04,1428.53,1412.03,1416.45,37102,5352667152.0
2025-10-28,1418.04,1427.24,1417.14,1421.04,27124,3923817140.0
2025-10-29,1416.06,1422.59,1406.08,1407.94,33937,4868780319.0
2025-10-30,1397.85,1412.67,1397.85,1402.78,47456,6768821311.0
2025-10-31,1398.04,1412.02,1396.15,1406.05,35694,5109623861.0
2025-11-03,1407.04,1424.04,1396.14,1411.04,34548,4945310830.0
2025-11-04,1411.14,1411.82,1399.82,1405.04,26566,3793892903.0
2025-11-05,1401.93,1407.03,1396.05,1396.12,34475,4908475373.0
2025-11-06,1406.04,1417.49,1406.03,1411.17,38348,5505960415.0
2025-11-07,1411.15,1415.82,1407.15,1409.37,18861,2704995856.0
2025-11-10,1411.04,1439.73,1411.02,1438.34,49452,7181246441.0
2025-11-11,1438.04,1438.22,1423.04,1435.03,26692,3882776772.0
2025-11-12,1436.02,1454.4,1435.25,1441.19,32992,4849073051.0
2025-11-13,1438.16,1449.62,1434.04,1446.42,31179,4569178269.0
2025-11-14,1446.04,1454.99,1432.34,1432.64,27473,4031007106.0
2025-11-17,1430.04,1449.04,1421.83,1447.04,34462,5035780027.0
2025-11-18,1446.74,1462.11,1445.04,1452.04,34205,5055675474.0
2025-11-19,1450.04,1455.57,1446.0,1447.05,22045,3249449214.0
2025-11-20,1448.04,1455.94,1441.07,1443.15,24002,3531653943.0
2025-11-21,1446.54,1456.04,1432.04,1442.64,42607,6259873433.0
2025-11-24,1443.04,1447.04,1427.17,1428.04,33607,4901903705.0
2025-11-25,1434.04,1434.04,1420.54,1420.69,28441,4119930011.0
2025-11-26,1424.92,1429.53,1419.62,1425.19,20306,2938818095.0
2025-11-27,1425.54,1426.04,1415.08,1423.34,22287,3216797187.0
2025-11-28,1422.54,1431.54,1419.04,1426.54,23211,3366696622.0
2025-12-01,1427.04,1438.31,1418.04,1424.04,27333,3961994999.0
2025-12-02,1424.04,1427.96,1411.06,1412.07,25047,3607543825.0
2025-12-03,1411.85,1412.01,1404.04,1405.14,23573,3370080066.0
2025-12-04,1405.14,1408.54,1394.42,1400.02,29075,4134921902.0
2025-12-05,1400.02,1409.13,1395.54,1406.05,25402,3622681597.0
2025-12-08,1405.24,1412.71,1394.04,1394.26,33603,4789155770.0
2025-12-09,1394.27,1397.04,1376.09,1377.05,42634,5995722121.0
2025-12-10,1376.04,1378.84,1359.22,1378.84,33133,4625906139.0
2025-12-11,1382.7,1388.03,1377.59,1388.03,22385,3149974074.0
2025-12-12,1394.04,1401.04,1389.61,1396.69,37159,5273563274.0
2025-12-15,1415.63,1416.03,1401.61,1402.04,33359,4774362060.0
2025-12-16,1402.24,1404.82,1391.04,1398.04,23964,3403139194.0
2025-12-17,1401.04,1415.98,1393.72,1409.14,31382,4489482138.0
2025-12-18,1409.54,1414.92,1402.15,1407.04,17830,2551177659.0
2025-12-19,1410.0,1412.45,1401.01,1410.0,26509,3733028357.0
2025-12-22,1410.0,1414.14,1406.58,1408.26,20426,2881636856.0
2025-12-23,1408.26,1412.93,1397.19,1407.86,24507,3445377032.0
2025-12-24,1404.99,1406.36,1400.0,1400.9,25187,3533253565.0
2025-12-25,1405.0,1419.48,1401.38,1414.17,23386,3299572096.0
2025-12-26,1414.17,1419.14,1410.0,1414.13,17803,2520605635.0
2025-12-29,1414.13,1414.13,1401.0,1402.0,26308,3694660107.0
2025-12-30,1401.0,1401.9,1386.0,1389.72,33792,4702489813.0
2025-12-31,1390.0,1394.0,1377.17,1377.18,34766,4799456452.0
2026-01-05,1385.0,1431.88,1385.0,1426.0,70949,10018086372.0
2026-01-06,1432.55,1436.97,1416.53,1428.01,39586,5649710153.0
2026-01-07,1432.88,1435.0,1420.2,1423.36,29684,4234255286.0
2026-01-08,1423.33,1423.36,1408.14,1412.3,29135,4117925041.0
2026-01-09,1417.0,1428.6,1416.01,1419.1,29848,4243865418.0
2026-01-12,1419.1,1431.0,1417.1,1423.23,36083,5135636033.0
2026-01-13,1426.79,1429.52,1408.99,1411.0,39169,5555633779.0
2026-01-14,1411.0,1422.25,1396.18,1398.01,51758,7285041159.0
2026-01-15,1396.02,1402.83,1388.58,1388.89,40907,5698739671.0
2026-01-16,1395.0,1397.5,1380.0,1382.0,55121,7643061998.0
2026-01-19,1381.9,1387.49,1375.0,1376.0,42286,5833745442.0
2026-01-20,1379.5,1381.58,1372.05,1373.55,36484,5021900765.0
2026-01-21,1373.56,1374.4,1350.0,1351.06,64516,8775880803.0
2026-01-22,1352.01,1361.76,1337.48,1340.06,59011,7962441434.0
2026-01-23,1340.1,1348.0,1332.47,1337.0,61949,8301311489.0
2026-01-26,1340.51,1355.0,1325.12,1342.0,80166,10751225525.0
2026-01-27,1344.98,1353.7,1338.0,1343.01,48416,6514513216.0
2026-01-28,1343.04,1346.71,1322.01,1323.69,76218,10135019524.0
2026-01-29,1335.0,1445.0,1329.06,1437.72,189534,26305591086.0
2026-01-30,1435.0,1435.0,1401.0,1401.0,94480,13366329414.0
2026-02-02,1425.0,1458.58,1411.62,1427.0,85724,12312646443.0
2026-02-03,1445.0,1476.81,1443.03,1474.92,86321,12628439703.0
2026-02-04,1485.0,1533.27,1474.0,1525.0,109123,16444345980.0
2026-02-05,1520.0,1565.0,1515.0,1555.0,91623,14183456476.0
2026-02-06,1555.0,1568.0,1505.88,1515.01,78965,12019878669.0
2026-02-09,1518.0,1542.88,1513.49,1524.96,51168,7809067705.0
2026-02-10,1524.97,1524.97,1496.5,1504.8,39576,5953269321.0
2026-02-11,1504.8,1514.0,1496.0,1504.33,30928,4648360030.0
2026-02-12,1500.2,1502.82,1473.36,1486.6,46246,6874370113.0
2026-02-13,1486.6,1507.8,1470.58,1485.3,41679,6216379203.0
2026-02-24,1521.0,1524.4,1463.6,1466.8,41913,6198840572.0
2026-02-25,1470.0,1509.66,1467.88,1491.66,36881,5490316149.0
2026-02-26,1486.6,1489.49,1464.67,1466.21,32958,4855471430.0
2026-02-27,1466.99,1476.21,1455.02,1455.02,32160,4697692477.0
2026-03-02,1450.0,1457.0,1436.66,1440.11,35454,5115063511.0
2026-03-03,1440.1,1452.87,1422.13,1426.19,45891,6565381648.0
2026-03-04,1415.0,1423.0,1392.09,1401.18,48014,6743267103.0
2026-03-05,1406.0,1412.96,1395.0,1399.04,30505,4276226062.0
2026-03-06,1395.0,1407.5,1388.0,1402.0,29154,4072328833.0
2026-03-09,1390.0,1404.9,1383.2,1397.0,37442,5220095639.0
2026-03-10,1404.9,1409.49,1398.0,1401.88,24626,3457808916.0
2026-03-11,1402.99,1405.99,1398.02,1400.0,24457,3425363892.0
2026-03-12,1395.0,1403.95,1391.01,1392.0,27586,3850521717.0
2026-03-13,1392.48,1417.62,1392.0,1413.64,33608,4738808558.0
2026-03-16,1420.0,1466.0,1420.0,1460.18,60086,8711525836.0
2026-03-17,1468.0,1498.07,1461.19,1485.0,49454,7347310632.0
2026-03-18,1489.0,1496.5,1463.15,1468.8,35551,5239992522.0
2026-03-19,1472.96,1473.0,1446.0,1452.87,30319,4404953481.0
2026-03-20,1452.96,1462.5,1439.0,1445.0,26132,3782818260.0
2026-03-23,1433.33,1435.0,1400.03,1408.07,47256,6669708665.0
2026-03-24,1416.0,1417.59,1400.18,1407.33,28562,4017694387.0
2026-03-25,1410.11,1417.87,1401.01,1410.27,26093,3677905549.0
2026-03-26,1409.0,1413.9,1400.3,1401.18,23093,3243387502.0
2026-03-27,1400.0,1426.0,1396.66,1416.02,30087,4257499781.0
2026-03-30,1407.0,1431.0,1402.52,1420.0,28685,4060684934.0
2026-03-31,1468.0,1479.93,1448.41,1450.0,61691,9015486797.0
2026-04-01,1464.49,1469.99,1452.88,1459.44,29125,4256185472.0
2026-04-02,1459.44,1464.88,1452.1,1459.88,21064,3071809846.0
2026-04-03,1459.54,1469.96,1455.0,1460.0,20194,2953993081.0
2026-04-07,1460.05,1470.0,1435.05,1440.02,24152,3507471653.0
2026-04-08,1460.0,1469.08,1452.13,1465.02,33836,4947937007.0
2026-04-09,1465.02,1465.02,1447.5,1460.49,20705,3012278579.0
2026-04-10,1459.14,1459.71,1441.1,1453.96,28866,4187181529.0
2026-04-13,1444.0,1446.5,1433.0,1443.31,25214,3629675490.0
2026-04-14,1442.6,1448.6,1435.0,1446.9,24233,3492544230.0
2026-04-15,1444.98,1470.79,1442.0,1467.5,34553,5049317187.0
2026-04-16,1467.45,1477.41,1460.0,1465.5,12269,1803540913.0
